customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_combined,segment,cluster,cluster_label
6070,166,1,596.09,3,2,1,321,321,Need Attention,0,Low-Value / Dormant
6071,2,1,3302.82,5,2,3,523,523,New Customers,3,Loyal Mid-Tier
6073,182,1,596.09,3,2,1,321,321,Need Attention,0,Low-Value / Dormant
6074,35,3,2269.41,5,5,2,552,552,Potential Loyalists,1,High-Value Active
6077,6,2,6348.55,5,5,5,555,555,Champions,1,High-Value Active
6078,176,1,2767.52,3,2,3,323,323,Potential Loyalists,3,Loyal Mid-Tier
6079,178,2,7102.7300000000005,3,5,5,355,355,Loyal Customers,1,High-Value Active
6080,164,1,908.81,3,2,1,321,321,Need Attention,0,Low-Value / Dormant
6082,48,1,733.96,5,2,1,521,521,New Customers,0,Low-Value / Dormant
6083,97,2,4234.14,4,5,4,454,454,Champions,1,High-Value Active
6085,119,1,596.09,4,2,1,421,421,New Customers,0,Low-Value / Dormant
6087,259,1,2568.86,2,2,3,223,223,Hibernating,2,Occasional Buyers
6088,213,1,6918.8,2,2,5,225,225,Hibernating,2,Occasional Buyers
6089,221,1,2980.4500000000003,2,2,3,223,223,Hibernating,2,Occasional Buyers
6090,248,1,4172.63,2,2,4,224,224,Hibernating,2,Occasional Buyers
6094,41,4,12386.21,5,5,5,555,555,Champions,1,High-Value Active
6097,223,2,3218.66,2,5,3,253,253,At Risk,1,High-Value Active
6098,344,1,2930.1000000000004,1,2,3,123,123,Hibernating,2,Occasional Buyers
6102,225,1,2384.36,2,2,3,223,223,Hibernating,2,Occasional Buyers
6103,224,1,4768.72,2,2,4,224,224,Hibernating,2,Occasional Buyers
6106,61,2,6341.51,4,5,5,455,455,Champions,1,High-Value Active
6107,246,1,2980.4500000000003,2,2,3,223,223,Hibernating,2,Occasional Buyers
6110,192,1,2980.4500000000003,2,2,3,223,223,Hibernating,2,Occasional Buyers
6112,298,1,488.35,1,2,1,121,121,Hibernating,0,Low-Value / Dormant
6115,105,2,3373.94,4,5,3,453,453,Loyal Customers,1,High-Value Active
6116,354,2,3423.0,1,5,3,153,153,At Risk,2,Occasional Buyers
6118,91,2,877.84,4,5,1,451,451,Need Attention,0,Low-Value / Dormant
6119,324,1,5364.81,1,2,4,124,124,Hibernating,2,Occasional Buyers
6120,97,2,6181.8,4,5,5,455,455,Champions,1,High-Value Active
6121,131,2,4539.610000000001,3,5,4,354,354,Loyal Customers,1,High-Value Active
6122,147,2,4747.37,3,5,4,354,354,Loyal Customers,1,High-Value Active
6129,154,1,4151.28,3,2,4,324,324,Potential Loyalists,3,Loyal Mid-Tier
6132,265,1,1038.64,2,2,1,221,221,Hibernating,2,Occasional Buyers
6135,228,1,2767.52,2,2,3,223,223,Hibernating,2,Occasional Buyers
6138,151,1,2384.36,3,2,3,323,323,Potential Loyalists,3,Loyal Mid-Tier
6139,2,3,15091.470000000001,5,5,5,555,555,Champions,1,High-Value Active
6140,21,2,6937.6,5,5,5,555,555,Champions,1,High-Value Active
6144,342,1,1467.92,1,2,2,122,122,Hibernating,2,Occasional Buyers
6145,52,3,5102.17,5,5,4,554,554,Champions,1,High-Value Active
6146,212,2,1425.8400000000001,2,5,2,252,252,Can't Lose Them,1,High-Value Active
6148,121,3,7818.720000000001,3,5,5,355,355,Loyal Customers,1,High-Value Active
6151,336,1,1465.0500000000002,1,2,2,122,122,Hibernating,2,Occasional Buyers
6152,80,2,3968.7400000000007,4,5,4,454,454,Champions,1,High-Value Active
6153,301,1,389.49,1,2,1,121,121,Hibernating,0,Low-Value / Dormant
6154,316,2,8546.43,1,5,5,155,155,At Risk,2,Occasional Buyers
6156,111,2,6226.92,4,5,5,455,455,Champions,1,High-Value Active
6157,287,1,908.81,1,2,1,121,121,Hibernating,2,Occasional Buyers
6162,335,1,4843.16,1,2,4,124,124,Hibernating,2,Occasional Buyers
6164,175,2,2851.03,3,5,3,353,353,Loyal Customers,1,High-Value Active
6166,309,1,488.35,1,2,1,121,121,Hibernating,0,Low-Value / Dormant
6167,289,1,3418.4500000000003,1,2,3,123,123,Hibernating,2,Occasional Buyers
6168,4,3,6845.51,5,5,5,555,555,Champions,1,High-Value Active
6172,172,2,1884.06,3,5,2,352,352,Potential Loyalists,1,High-Value Active
6176,285,1,691.88,1,2,1,121,121,Hibernating,0,Low-Value / Dormant
6177,183,2,5374.72,3,5,4,354,354,Loyal Customers,1,High-Value Active
6178,253,1,1168.47,2,2,2,222,222,Hibernating,2,Occasional Buyers
6179,338,1,1100.94,1,2,2,122,122,Hibernating,2,Occasional Buyers
6183,75,2,2465.13,4,5,3,453,453,Loyal Customers,1,High-Value Active
6184,72,1,4883.5,4,2,4,424,424,New Customers,3,Loyal Mid-Tier
6186,3,2,1894.3900000000003,5,5,2,552,552,Potential Loyalists,1,High-Value Active
6187,242,1,2441.75,2,2,3,223,223,Hibernating,2,Occasional Buyers
6191,51,2,2083.23,5,5,2,552,552,Potential Loyalists,1,High-Value Active
6192,311,1,4768.72,1,2,4,124,124,Hibernating,2,Occasional Buyers
6194,201,1,649.1500000000001,2,2,1,221,221,Hibernating,0,Low-Value / Dormant
6196,298,1,649.1500000000001,1,2,1,121,121,Hibernating,0,Low-Value / Dormant
6198,184,1,488.35,3,2,1,321,321,Need Attention,0,Low-Value / Dormant
6200,159,1,1192.18,3,2,2,322,322,Potential Loyalists,0,Low-Value / Dormant
6201,134,2,4151.28,3,5,4,354,354,Loyal Customers,1,High-Value Active
6202,243,2,3176.58,2,5,3,253,253,At Risk,1,High-Value Active
6203,331,1,1192.18,1,2,2,122,122,Hibernating,2,Occasional Buyers
6205,52,2,2506.5600000000004,5,5,3,553,553,Loyal Customers,1,High-Value Active
6207,96,1,4768.72,4,2,4,424,424,New Customers,3,Loyal Mid-Tier
6210,339,1,129.83,1,2,1,121,121,Hibernating,0,Low-Value / Dormant
6211,21,1,1192.18,5,2,2,522,522,New Customers,3,Loyal Mid-Tier
6214,156,2,5412.8,3,5,4,354,354,Loyal Customers,1,High-Value Active
6215,140,1,2980.4500000000003,3,2,3,323,323,Potential Loyalists,3,Loyal Mid-Tier
6217,309,1,5960.900000000001,1,2,5,125,125,Hibernating,2,Occasional Buyers
6219,159,1,733.96,3,2,1,321,321,Need Attention,0,Low-Value / Dormant
6220,313,1,1465.0500000000002,1,2,2,122,122,Hibernating,2,Occasional Buyers
6221,339,1,1192.18,1,2,2,122,122,Hibernating,2,Occasional Buyers
6223,94,3,6462.030000000001,4,5,5,455,455,Champions,1,High-Value Active
6225,90,2,4337.76,4,5,4,454,454,Champions,1,High-Value Active
6226,132,2,1687.79,3,5,2,352,352,Potential Loyalists,1,High-Value Active
6227,332,1,6226.92,1,2,5,125,125,Hibernating,2,Occasional Buyers
6229,68,1,778.98,4,2,1,421,421,New Customers,0,Low-Value / Dormant
6231,2,1,976.7,5,2,1,521,521,New Customers,3,Loyal Mid-Tier
6232,42,3,5417.870000000001,5,5,4,554,554,Champions,1,High-Value Active
6235,314,1,976.7,1,2,1,121,121,Hibernating,2,Occasional Buyers
6236,156,2,10378.2,3,5,5,355,355,Loyal Customers,1,High-Value Active
6238,319,1,691.88,1,2,1,121,121,Hibernating,2,Occasional Buyers
6239,12,1,1038.64,5,2,1,521,521,New Customers,3,Loyal Mid-Tier
6240,127,1,1383.76,3,2,2,322,322,Potential Loyalists,3,Loyal Mid-Tier
6241,28,2,7525.22,5,5,5,555,555,Champions,1,High-Value Active
6242,3,1,778.98,5,2,1,521,521,New Customers,0,Low-Value / Dormant
6244,96,1,1100.94,4,2,2,422,422,New Customers,0,Low-Value / Dormant
6247,200,1,129.83,2,2,1,221,221,Hibernating,0,Low-Value / Dormant
6248,206,1,4151.28,2,2,4,224,224,Hibernating,2,Occasional Buyers
6250,193,1,3418.4500000000003,2,2,3,223,223,Hibernating,2,Occasional Buyers
6251,313,1,1038.64,1,2,1,121,121,Hibernating,2,Occasional Buyers
6252,125,1,2201.88,3,2,2,322,322,Potential Loyalists,3,Loyal Mid-Tier
6254,97,1,3302.82,4,2,3,423,423,New Customers,3,Loyal Mid-Tier
6255,107,1,3576.54,4,2,3,423,423,New Customers,3,Loyal Mid-Tier
6258,217,2,3118.32,2,5,3,253,253,At Risk,1,High-Value Active
6259,206,1,2441.75,2,2,3,223,223,Hibernating,2,Occasional Buyers
6260,255,2,3118.32,2,5,3,253,253,At Risk,1,High-Value Active
6262,313,1,1834.9,1,2,2,122,122,Hibernating,2,Occasional Buyers
6265,305,1,649.1500000000001,1,2,1,121,121,Hibernating,0,Low-Value / Dormant
6266,188,2,1687.79,3,5,2,352,352,Potential Loyalists,1,High-Value Active
6269,35,2,7102.7300000000005,5,5,5,555,555,Champions,1,High-Value Active
6271,175,1,2767.52,3,2,3,323,323,Potential Loyalists,3,Loyal Mid-Tier
6272,241,2,3678.11,2,5,4,254,254,At Risk,1,High-Value Active
6273,244,1,2930.1000000000004,2,2,3,223,223,Hibernating,2,Occasional Buyers
6275,21,2,3666.9300000000003,5,5,3,553,553,Loyal Customers,1,High-Value Active
6276,100,2,2645.28,4,5,3,453,453,Loyal Customers,1,High-Value Active
6278,183,1,733.96,3,2,1,321,321,Need Attention,0,Low-Value / Dormant
6279,201,1,2441.75,2,3,3,233,233,At Risk,2,Occasional Buyers
6280,4,2,8302.56,5,5,5,555,555,Champions,1,High-Value Active
6282,45,1,5364.81,5,3,4,534,534,Loyal Customers,3,Loyal Mid-Tier
6283,211,1,3669.8,2,3,3,233,233,At Risk,2,Occasional Buyers
6284,107,2,5747.97,4,5,5,455,455,Champions,1,High-Value Active
6286,89,1,596.09,4,3,1,431,431,Need Attention,0,Low-Value / Dormant
6287,148,1,5535.04,3,3,5,335,335,Loyal Customers,3,Loyal Mid-Tier
6288,179,1,908.81,3,3,1,331,331,Need Attention,0,Low-Value / Dormant
6289,226,1,4172.63,2,3,4,234,234,At Risk,2,Occasional Buyers
6290,273,2,5884.13,1,5,5,155,155,At Risk,1,High-Value Active
6292,342,1,1168.47,1,3,2,132,132,Need Attention,2,Occasional Buyers
6293,136,1,691.88,3,3,1,331,331,Need Attention,0,Low-Value / Dormant
6295,94,1,2930.1000000000004,4,3,3,433,433,Loyal Customers,3,Loyal Mid-Tier
6296,254,1,3576.54,2,3,3,233,233,At Risk,2,Occasional Buyers
6297,4,1,908.81,5,3,1,531,531,Need Attention,3,Loyal Mid-Tier
6299,240,1,733.96,2,3,1,231,231,Need Attention,0,Low-Value / Dormant
6301,300,1,1953.4,1,3,2,132,132,Need Attention,2,Occasional Buyers
6303,306,1,3906.8,1,3,4,134,134,At Risk,2,Occasional Buyers
6305,10,2,4029.04,5,5,4,554,554,Champions,1,High-Value Active
6306,366,1,1465.0500000000002,1,3,2,132,132,Need Attention,2,Occasional Buyers
6307,31,3,9831.33,5,5,5,555,555,Champions,1,High-Value Active
6310,42,1,1168.47,5,3,2,532,532,Potential Loyalists,3,Loyal Mid-Tier
6315,74,4,9491.220000000001,4,5,5,455,455,Champions,1,High-Value Active
6318,348,1,1953.4,1,3,2,132,132,Need Attention,2,Occasional Buyers
6320,6,1,1100.94,5,3,2,532,532,Potential Loyalists,3,Loyal Mid-Tier
6322,348,1,3906.8,1,3,4,134,134,At Risk,2,Occasional Buyers
6326,32,3,6471.66,5,5,5,555,555,Champions,1,High-Value Active
6328,77,1,4172.63,4,3,4,434,434,Loyal Customers,3,Loyal Mid-Tier
6329,116,1,2441.75,4,3,3,433,433,Loyal Customers,3,Loyal Mid-Tier
6330,44,2,10207.970000000001,5,5,5,555,555,Champions,1,High-Value Active
6333,176,1,1465.0500000000002,3,3,2,332,332,Potential Loyalists,0,Low-Value / Dormant
6334,118,1,4843.16,4,3,4,434,434,Loyal Customers,3,Loyal Mid-Tier
6335,273,2,3867.1600000000003,1,5,4,154,154,At Risk,2,Occasional Buyers
6336,73,1,778.98,4,3,1,431,431,Need Attention,0,Low-Value / Dormant
6337,152,1,4151.28,3,3,4,334,334,Loyal Customers,3,Loyal Mid-Tier
6340,16,3,7305.900000000001,5,5,5,555,555,Champions,1,High-Value Active
6343,18,1,2075.64,5,3,2,532,532,Potential Loyalists,3,Loyal Mid-Tier
6345,259,1,2201.88,2,3,2,232,232,Need Attention,2,Occasional Buyers
6346,109,2,3133.2000000000003,4,5,3,453,453,Loyal Customers,1,High-Value Active
6348,60,2,1984.3700000000003,4,5,2,452,452,Potential Loyalists,1,High-Value Active
6349,85,2,6341.51,4,5,5,455,455,Champions,1,High-Value Active
6352,135,1,976.7,3,3,1,331,331,Need Attention,0,Low-Value / Dormant
6353,339,1,1953.4,1,3,2,132,132,Need Attention,2,Occasional Buyers
6358,189,2,9487.66,3,5,5,355,355,Loyal Customers,1,High-Value Active
6359,220,1,3669.8,2,3,3,233,233,At Risk,2,Occasional Buyers
6360,81,1,1168.47,4,3,2,432,432,Potential Loyalists,3,Loyal Mid-Tier
6362,45,1,3302.82,5,3,3,533,533,Loyal Customers,3,Loyal Mid-Tier
6367,336,1,4395.150000000001,1,3,4,134,134,At Risk,2,Occasional Buyers
6369,46,1,3669.8,5,3,3,533,533,Loyal Customers,3,Loyal Mid-Tier
6373,209,2,3548.28,2,5,3,253,253,At Risk,1,High-Value Active
6380,332,1,2980.4500000000003,1,3,3,133,133,At Risk,2,Occasional Buyers
6383,203,1,366.98,2,3,1,231,231,Need Attention,0,Low-Value / Dormant
6389,107,2,8941.35,4,5,5,455,455,Champions,1,High-Value Active
6390,274,1,488.35,1,3,1,131,131,Need Attention,0,Low-Value / Dormant
6392,281,1,649.1500000000001,1,3,1,131,131,Need Attention,0,Low-Value / Dormant
6393,71,1,2767.52,4,3,3,433,433,Loyal Customers,3,Loyal Mid-Tier
6396,47,1,596.09,5,3,1,531,531,Need Attention,0,Low-Value / Dormant
6397,3,2,7209.620000000001,5,5,5,555,555,Champions,1,High-Value Active
6399,26,2,3319.59,5,5,3,553,553,Loyal Customers,1,High-Value Active
6400,214,1,3669.8,2,3,3,233,233,At Risk,2,Occasional Buyers
6401,196,1,596.09,2,3,1,231,231,Need Attention,0,Low-Value / Dormant
6403,153,2,10729.62,3,5,5,355,355,Loyal Customers,1,High-Value Active
6404,169,3,7444.450000000001,3,5,5,355,355,Loyal Customers,1,High-Value Active
6407,32,3,4581.14,5,5,4,554,554,Champions,1,High-Value Active
6408,82,1,259.66,4,3,1,431,431,Need Attention,0,Low-Value / Dormant
6410,47,2,6674.32,5,5,5,555,555,Champions,1,High-Value Active
6413,96,2,2613.88,4,5,3,453,453,Loyal Customers,1,High-Value Active
6414,172,1,366.98,3,3,1,331,331,Need Attention,0,Low-Value / Dormant
6415,148,2,6506.64,3,5,5,355,355,Loyal Customers,1,High-Value Active
6416,11,2,4081.3900000000003,5,5,4,554,554,Champions,1,High-Value Active
6419,173,1,6918.8,3,3,5,335,335,Loyal Customers,3,Loyal Mid-Tier
6421,101,1,5364.81,4,3,4,434,434,Loyal Customers,3,Loyal Mid-Tier
6422,91,1,488.35,4,3,1,431,431,Need Attention,0,Low-Value / Dormant
6424,11,1,1467.92,5,3,2,532,532,Potential Loyalists,3,Loyal Mid-Tier
6426,80,1,519.32,4,3,1,431,431,Need Attention,0,Low-Value / Dormant
6427,252,1,389.49,2,3,1,231,231,Need Attention,0,Low-Value / Dormant
6429,72,2,4319.6,4,5,4,454,454,Champions,1,High-Value Active
6430,314,2,3990.15,1,5,4,154,154,At Risk,2,Occasional Buyers
6431,318,1,2767.52,1,3,3,133,133,At Risk,2,Occasional Buyers
6432,336,1,4151.28,1,3,4,134,134,At Risk,2,Occasional Buyers
6434,264,1,3576.54,2,3,3,233,233,At Risk,2,Occasional Buyers
6435,79,1,366.98,4,3,1,431,431,Need Attention,0,Low-Value / Dormant
6436,145,1,3576.54,3,3,3,333,333,Loyal Customers,3,Loyal Mid-Tier
6440,70,1,1834.9,4,3,2,432,432,Potential Loyalists,3,Loyal Mid-Tier
6441,250,1,1467.92,2,3,2,232,232,Need Attention,2,Occasional Buyers
6443,245,1,4172.63,2,3,4,234,234,At Risk,2,Occasional Buyers
6445,192,2,5652.18,2,5,5,255,255,At Risk,1,High-Value Active
6447,188,1,778.98,3,3,1,331,331,Need Attention,0,Low-Value / Dormant
6448,272,1,6226.92,1,3,5,135,135,At Risk,2,Occasional Buyers
6449,216,2,1559.16,2,5,2,252,252,Can't Lose Them,1,High-Value Active
6451,228,1,4151.28,2,3,4,234,234,At Risk,2,Occasional Buyers
6453,63,1,1834.9,4,3,2,432,432,Potential Loyalists,3,Loyal Mid-Tier
6457,7,3,4621.34,5,5,4,554,554,Champions,1,High-Value Active
6458,92,2,6465.75,4,5,5,455,455,Champions,1,High-Value Active
6460,225,2,2698.69,2,5,3,253,253,At Risk,1,High-Value Active
6463,8,1,1038.64,5,3,1,531,531,Need Attention,3,Loyal Mid-Tier
6464,123,1,1192.18,3,3,2,332,332,Potential Loyalists,0,Low-Value / Dormant
6465,147,1,1038.64,3,3,1,331,331,Need Attention,0,Low-Value / Dormant
6467,108,1,778.98,4,3,1,431,431,Need Attention,0,Low-Value / Dormant
6468,347,1,908.81,1,3,1,131,131,Need Attention,2,Occasional Buyers
6470,80,2,5731.790000000001,4,5,5,455,455,Champions,1,High-Value Active
6473,265,1,2980.4500000000003,2,3,3,233,233,At Risk,2,Occasional Buyers
6474,107,1,2441.75,4,3,3,433,433,Loyal Customers,3,Loyal Mid-Tier
6475,360,1,4151.28,1,3,4,134,134,At Risk,2,Occasional Buyers
6477,350,1,3459.4,1,3,3,133,133,At Risk,2,Occasional Buyers
6479,356,1,1100.94,1,3,2,132,132,Need Attention,2,Occasional Buyers
6484,158,1,4151.28,3,3,4,334,334,Loyal Customers,3,Loyal Mid-Tier
6487,17,1,733.96,5,3,1,531,531,Need Attention,0,Low-Value / Dormant
6489,4,2,11110.42,5,5,5,555,555,Champions,1,High-Value Active
6491,124,1,6226.92,3,3,5,335,335,Loyal Customers,3,Loyal Mid-Tier
6495,217,1,4883.5,2,3,4,234,234,At Risk,2,Occasional Buyers
6496,217,1,976.7,2,3,1,231,231,Need Attention,0,Low-Value / Dormant
6499,45,1,2201.88,5,3,2,532,532,Potential Loyalists,3,Loyal Mid-Tier
6500,16,1,1788.27,5,3,2,532,532,Potential Loyalists,3,Loyal Mid-Tier
6505,192,1,908.81,2,3,1,231,231,Need Attention,0,Low-Value / Dormant
6507,5,1,4843.16,5,3,4,534,534,Loyal Customers,3,Loyal Mid-Tier
6509,103,1,3669.8,4,3,3,433,433,Loyal Customers,3,Loyal Mid-Tier
6510,9,3,6398.83,5,5,5,555,555,Champions,1,High-Value Active
6516,99,3,13281.68,4,5,5,455,455,Champions,1,High-Value Active
6517,122,1,2201.88,3,3,2,332,332,Potential Loyalists,3,Loyal Mid-Tier
6519,339,1,1168.47,1,3,2,132,132,Need Attention,2,Occasional Buyers
6520,330,1,1953.4,1,3,2,132,132,Need Attention,2,Occasional Buyers
6524,65,2,7610.68,4,5,5,455,455,Champions,1,High-Value Active
6525,275,1,1192.18,1,3,2,132,132,Need Attention,2,Occasional Buyers
6526,279,1,4151.28,1,3,4,134,134,At Risk,2,Occasional Buyers
6527,360,1,1192.18,1,3,2,132,132,Need Attention,2,Occasional Buyers
6528,154,1,1168.47,3,3,2,332,332,Potential Loyalists,0,Low-Value / Dormant
6529,239,1,691.88,2,3,1,231,231,Need Attention,0,Low-Value / Dormant
6530,340,1,2384.36,1,3,3,133,133,At Risk,2,Occasional Buyers
6531,172,1,2980.4500000000003,3,3,3,333,333,Loyal Customers,3,Loyal Mid-Tier
6535,107,2,8837.86,4,5,5,455,455,Champions,1,High-Value Active
6541,95,1,389.49,4,3,1,431,431,Need Attention,0,Low-Value / Dormant
6543,151,1,1100.94,3,3,2,332,332,Potential Loyalists,0,Low-Value / Dormant
6545,335,1,6226.92,1,3,5,135,135,At Risk,2,Occasional Buyers
6547,293,1,2075.64,1,3,2,132,132,Need Attention,2,Occasional Buyers
6548,2,2,2935.84,5,5,3,553,553,Loyal Customers,1,High-Value Active
6551,236,1,2930.1000000000004,2,3,3,233,233,At Risk,2,Occasional Buyers
6553,67,2,5661.280000000001,4,5,5,455,455,Champions,1,High-Value Active
6554,275,1,6918.8,1,3,5,135,135,At Risk,2,Occasional Buyers
6555,150,1,1192.18,3,3,2,332,332,Potential Loyalists,0,Low-Value / Dormant
6557,2,1,2935.84,5,3,3,533,533,Loyal Customers,3,Loyal Mid-Tier
6558,55,1,1953.4,5,3,2,532,532,Potential Loyalists,3,Loyal Mid-Tier
6561,278,1,596.09,1,3,1,131,131,Need Attention,0,Low-Value / Dormant
6562,266,1,4843.16,2,3,4,234,234,At Risk,2,Occasional Buyers
6565,292,1,1834.9,1,3,2,132,132,Need Attention,2,Occasional Buyers
6566,208,1,1465.0500000000002,2,3,2,232,232,Need Attention,2,Occasional Buyers
6567,236,1,733.96,2,3,1,231,231,Need Attention,0,Low-Value / Dormant
6569,74,2,6054.16,4,5,5,455,455,Champions,1,High-Value Active
6571,123,1,389.49,3,3,1,331,331,Need Attention,0,Low-Value / Dormant
6573,144,1,733.96,3,3,1,331,331,Need Attention,0,Low-Value / Dormant
6574,158,1,908.81,3,3,1,331,331,Need Attention,0,Low-Value / Dormant
6575,138,1,389.49,3,3,1,331,331,Need Attention,0,Low-Value / Dormant
6578,311,1,2980.4500000000003,1,3,3,133,133,At Risk,2,Occasional Buyers
6581,294,1,596.09,1,3,1,131,131,Need Attention,0,Low-Value / Dormant
6582,195,2,10825.6,2,5,5,255,255,At Risk,1,High-Value Active
6588,274,1,5535.04,1,3,5,135,135,At Risk,2,Occasional Buyers
6589,245,1,2384.36,2,3,3,233,233,At Risk,2,Occasional Buyers
6590,211,1,1100.94,2,3,2,232,232,Need Attention,0,Low-Value / Dormant
6591,138,1,129.83,3,3,1,331,331,Need Attention,0,Low-Value / Dormant
6592,45,2,6220.56,5,5,5,555,555,Champions,1,High-Value Active
6596,208,1,6918.8,2,3,5,235,235,At Risk,2,Occasional Buyers
6599,100,3,3337.16,4,5,3,453,453,Loyal Customers,1,High-Value Active
6600,195,2,6437.32,2,5,5,255,255,At Risk,1,High-Value Active
6602,9,3,8259.83,5,5,5,555,555,Champions,1,High-Value Active
6604,320,1,3906.8,1,3,4,134,134,At Risk,2,Occasional Buyers
6605,70,1,1298.3000000000002,4,3,2,432,432,Potential Loyalists,3,Loyal Mid-Tier
6607,247,1,596.09,2,3,1,231,231,Need Attention,0,Low-Value / Dormant
6608,48,2,5960.900000000001,5,5,5,555,555,Champions,1,High-Value Active
6609,323,1,2930.1000000000004,1,3,3,133,133,At Risk,2,Occasional Buyers
6610,123,1,3669.8,3,3,3,333,333,Loyal Customers,3,Loyal Mid-Tier
6612,292,1,649.1500000000001,1,3,1,131,131,Need Attention,0,Low-Value / Dormant
6614,287,2,2636.3900000000003,1,5,3,153,153,At Risk,2,Occasional Buyers
6617,335,1,596.09,1,3,1,131,131,Need Attention,2,Occasional Buyers
6620,62,2,2323.25,4,5,2,452,452,Potential Loyalists,1,High-Value Active
6622,202,1,366.98,2,3,1,231,231,Need Attention,0,Low-Value / Dormant
6624,181,1,488.35,3,3,1,331,331,Need Attention,0,Low-Value / Dormant
6627,84,1,4768.72,4,3,4,434,434,Loyal Customers,3,Loyal Mid-Tier
6628,113,2,8790.3,4,5,5,455,455,Champions,1,High-Value Active
6629,234,1,4172.63,2,3,4,234,234,At Risk,2,Occasional Buyers
6630,64,1,3459.4,4,3,3,433,433,Loyal Customers,3,Loyal Mid-Tier
6632,151,1,2935.84,3,3,3,333,333,Loyal Customers,3,Loyal Mid-Tier
6633,201,1,2201.88,2,3,2,232,232,Need Attention,2,Occasional Buyers
6635,199,1,129.83,2,3,1,231,231,Need Attention,0,Low-Value / Dormant
6637,140,2,2307.59,3,5,2,352,352,Potential Loyalists,1,High-Value Active
6638,22,3,3991.8300000000004,5,5,4,554,554,Champions,1,High-Value Active
6642,23,3,3071.55,5,5,3,553,553,Loyal Customers,1,High-Value Active
6643,84,1,2075.64,4,3,2,432,432,Potential Loyalists,3,Loyal Mid-Tier
6644,61,1,908.81,4,3,1,431,431,Need Attention,0,Low-Value / Dormant
6645,30,1,5535.04,5,3,5,535,535,Loyal Customers,3,Loyal Mid-Tier
6646,269,1,1038.64,2,3,1,231,231,Need Attention,2,Occasional Buyers
6647,22,1,2201.88,5,3,2,532,532,Potential Loyalists,3,Loyal Mid-Tier
6648,98,2,5158.21,4,5,4,454,454,Champions,1,High-Value Active
6652,16,3,11964.880000000001,5,5,5,555,555,Champions,1,High-Value Active
6654,31,1,1298.3000000000002,5,3,2,532,532,Potential Loyalists,3,Loyal Mid-Tier
6655,239,1,2935.84,2,3,3,233,233,At Risk,2,Occasional Buyers
6656,320,1,6226.92,1,3,5,135,135,At Risk,2,Occasional Buyers
6658,45,1,1383.76,5,3,2,532,532,Potential Loyalists,3,Loyal Mid-Tier
6661,312,1,2441.75,1,3,3,133,133,At Risk,2,Occasional Buyers
6662,263,1,4883.5,2,3,4,234,234,At Risk,2,Occasional Buyers
6663,266,1,908.81,2,3,1,231,231,Need Attention,0,Low-Value / Dormant
6666,297,1,3906.8,1,3,4,134,134,At Risk,2,Occasional Buyers
6668,165,2,1971.16,3,5,2,352,352,Potential Loyalists,1,High-Value Active
6670,185,1,1467.92,3,3,2,332,332,Potential Loyalists,0,Low-Value / Dormant
6672,181,1,1192.18,3,3,2,332,332,Potential Loyalists,0,Low-Value / Dormant
6676,52,2,5143.16,5,5,4,554,554,Champions,1,High-Value Active
6677,148,2,12453.84,3,5,5,355,355,Loyal Customers,1,High-Value Active
6678,2,1,2441.75,5,3,3,533,533,Loyal Customers,3,Loyal Mid-Tier
6680,167,1,691.88,3,3,1,331,331,Need Attention,0,Low-Value / Dormant
6683,119,2,2145.17,4,5,2,452,452,Potential Loyalists,1,High-Value Active
6685,86,2,6232.92,4,5,5,455,455,Champions,1,High-Value Active
6686,235,1,519.32,2,3,1,231,231,Need Attention,0,Low-Value / Dormant
6688,330,1,2075.64,1,3,2,132,132,Need Attention,2,Occasional Buyers
6689,179,2,6308.21,3,5,5,355,355,Loyal Customers,1,High-Value Active
6691,22,2,8015.1900000000005,5,5,5,555,555,Champions,1,High-Value Active
6692,31,1,1383.76,5,3,2,532,532,Potential Loyalists,3,Loyal Mid-Tier
6693,158,2,4586.24,3,5,4,354,354,Loyal Customers,1,High-Value Active
6695,72,1,2441.75,4,3,3,433,433,Loyal Customers,3,Loyal Mid-Tier
6698,15,1,3669.8,5,3,3,533,533,Loyal Customers,3,Loyal Mid-Tier
6701,363,1,2935.84,1,3,3,133,133,At Risk,2,Occasional Buyers
6703,308,2,5498.960000000001,1,5,5,155,155,At Risk,2,Occasional Buyers
6709,204,1,976.7,2,3,1,231,231,Need Attention,0,Low-Value / Dormant
6710,9,1,3669.8,5,3,3,533,533,Loyal Customers,3,Loyal Mid-Tier
6715,173,2,3799.63,3,5,4,354,354,Loyal Customers,1,High-Value Active
6716,11,1,4843.16,5,3,4,534,534,Loyal Customers,3,Loyal Mid-Tier
6717,253,1,3459.4,2,3,3,233,233,At Risk,2,Occasional Buyers
6718,40,2,1253.2800000000002,5,5,2,552,552,Potential Loyalists,1,High-Value Active
6719,6,3,7820.21,5,5,5,555,555,Champions,1,High-Value Active
6720,102,1,649.1500000000001,4,3,1,431,431,Need Attention,0,Low-Value / Dormant
6721,183,1,1100.94,3,3,2,332,332,Potential Loyalists,0,Low-Value / Dormant
6723,99,1,3302.82,4,3,3,433,433,Loyal Customers,3,Loyal Mid-Tier
6724,331,1,2568.86,1,3,3,133,133,At Risk,2,Occasional Buyers
6726,12,1,778.98,5,3,1,531,531,Need Attention,0,Low-Value / Dormant
